DAY,HOUR,EXPORT_PRICE(R$/MWh),IMPORT_PRICE(R$/MWh)
04/03/19, 17, 277.272, 285.01
04/03/19, 18, 280.558, 285.01
04/03/19, 19, 281.3, 285.01
04/03/19, 20, 277.802, 285.01
04/03/19, 21, 279.922, 285.01
04/03/19, 22, 279.604, 285.01
04/03/19, 23, 278.438, 285.01
05/03/19, 0, 280.7176, 283.78
05/03/19, 1, 279.4504, 283.78
05/03/19, 2, 278.6056, 283.78
05/03/19, 3, 278.7112, 283.78
05/03/19, 4, 280.612, 283.78
05/03/19, 5, 280.2952, 283.78
05/03/19, 6, 277.972, 283.78
05/03/19, 7, 276.8104, 283.78
05/03/19, 8, 276.1768, 283.78
05/03/19, 9, 280.9288, 283.78
05/03/19, 10, 275.86, 283.78
05/03/19, 11, 277.2328, 283.78
05/03/19, 12, 280.9288, 283.78
05/03/19, 13, 278.1832, 283.78
05/03/19, 14, 276.2824, 283.78
05/03/19, 15, 275.9656, 283.78
05/03/19, 16, 280.4008, 283.78
05/03/19, 17, 278.0776, 283.78
05/03/19, 18, 279.6616, 283.78
05/03/19, 19, 279.6616, 283.78
05/03/19, 20, 280.1896, 283.78
05/03/19, 21, 281.0344, 283.78
05/03/19, 22, 278.1832, 283.78
05/03/19, 23, 276.7048, 283.78
06/03/19, 0, 284.6507, 292.91
06/03/19, 1, 284.0711, 292.91
06/03/19, 2, 286.6793, 292.91
06/03/19, 3, 289.2875, 292.91
06/03/19, 4, 282.3323, 292.91
06/03/19, 5, 288.8528, 292.91
06/03/19, 6, 282.4772, 292.91
06/03/19, 7, 285.0854, 292.91
06/03/19, 8, 284.0711, 292.91
06/03/19, 9, 287.8385, 292.91
06/03/19, 10, 287.6936, 292.91
06/03/19, 11, 285.5201, 292.91
06/03/19, 12, 286.3895, 292.91
06/03/19, 13, 283.0568, 292.91
06/03/19, 14, 282.3323, 292.91
06/03/19, 15, 286.6793, 292.91
06/03/19, 16, 286.0997, 292.91
06/03/19, 17, 283.3466, 292.91
06/03/19, 18, 282.1874, 292.91
06/03/19, 19, 283.7813, 292.91
06/03/19, 20, 288.7079, 292.91
06/03/19, 21, 286.9691, 292.91
06/03/19, 22, 284.216, 292.91
06/03/19, 23, 286.8242, 292.91
07/03/19, 0, 288.4532, 295.85
07/03/19, 1, 291.0729, 295.85
07/03/19, 2, 289.8401, 295.85
07/03/19, 3, 288.2991, 295.85
07/03/19, 4, 286.2958, 295.85
07/03/19, 5, 289.0696, 295.85
07/03/19, 6, 288.6073, 295.85
07/03/19, 7, 291.5352, 295.85
07/03/19, 8, 286.9122, 295.85
07/03/19, 9, 285.8335, 295.85
07/03/19, 10, 289.2237, 295.85
07/03/19, 11, 291.0729, 295.85
07/03/19, 12, 291.3811, 295.85
07/03/19, 13, 284.4466, 295.85
07/03/19, 14, 291.9975, 295.85
07/03/19, 15, 284.4466, 295.85
07/03/19, 16, 288.4532, 295.85
07/03/19, 17, 290.3024, 295.85
07/03/19, 18, 287.5286, 295.85
07/03/19, 19, 289.5319, 295.85
07/03/19, 20, 285.8335, 295.85
07/03/19, 21, 288.4532, 295.85
07/03/19, 22, 288.9155, 295.85
07/03/19, 23, 285.2171, 295.85
08/03/19, 0, 287.0052, 300.39
08/03/19, 1, 289.6416, 300.39
08/03/19, 2, 295.32, 300.39
08/03/19, 3, 288.6276, 300.39
08/03/19, 4, 286.5996, 300.39
08/03/19, 5, 293.292, 300.39
08/03/19, 6, 291.6696, 300.39
08/03/19, 7, 288.4248, 300.39
08/03/19, 8, 288.6276, 300.39
08/03/19, 9, 290.6556, 300.39
08/03/19, 10, 293.6976, 300.39
08/03/19, 11, 289.6416, 300.39
08/03/19, 12, 289.0332, 300.39
08/03/19, 13, 290.8584, 300.39
08/03/19, 14, 295.32, 300.39
08/03/19, 15, 285.9912, 300.39
08/03/19, 16, 288.222, 300.39
08/03/19, 17, 289.4388, 300.39
08/03/19, 18, 294.5088, 300.39
08/03/19, 19, 291.8724, 300.39
08/03/19, 20, 286.5996, 300.39
08/03/19, 21, 294.5088, 300.39
08/03/19, 22, 287.6136, 300.39
08/03/19, 23, 290.8584, 300.39
09/03/19, 0, 278.2494, 279.5
09/03/19, 1, 275.9406, 279.5
09/03/19, 2, 275.8925, 279.5
09/03/19, 3, 277.6722, 279.5
09/03/19, 4, 278.0089, 279.5
09/03/19, 5, 276.8064, 279.5
09/03/19, 6, 276.3254, 279.5
09/03/19, 7, 276.7583, 279.5
09/03/19, 8, 278.2013, 279.5
09/03/19, 9, 277.576, 279.5
09/03/19, 10, 276.3735, 279.5
09/03/19, 11, 276.4697, 279.5
09/03/19, 12, 275.8925, 279.5
09/03/19, 13, 276.7102, 279.5
09/03/19, 14, 278.0089, 279.5
09/03/19, 15, 276.7102, 279.5
09/03/19, 16, 278.057, 279.5
09/03/19, 17, 277.1431, 279.5
09/03/19, 18, 276.1811, 279.5
09/03/19, 19, 277.095, 279.5
09/03/19, 20, 278.2494, 279.5
09/03/19, 21, 277.9608, 279.5
09/03/19, 22, 276.9988, 279.5
09/03/19, 23, 278.057, 279.5
10/03/19, 0, 257.5336, 275.37
10/03/19, 1, 260.6812, 275.37
10/03/19, 2, 263.8288, 275.37
10/03/19, 3, 259.1074, 275.37
10/03/19, 4, 257.5336, 275.37
10/03/19, 5, 265.4026, 275.37
10/03/19, 6, 258.8451, 275.37
10/03/19, 7, 263.3042, 275.37
10/03/19, 8, 258.3205, 275.37
10/03/19, 9, 256.7467, 275.37
10/03/19, 10, 260.9435, 275.37
10/03/19, 11, 256.2221, 275.37
10/03/19, 12, 265.9272, 275.37
10/03/19, 13, 263.5665, 275.37
10/03/19, 14, 267.501, 275.37
10/03/19, 15, 257.5336, 275.37
10/03/19, 16, 258.8451, 275.37
10/03/19, 17, 261.7304, 275.37
10/03/19, 18, 255.6975, 275.37
10/03/19, 19, 264.3534, 275.37
10/03/19, 20, 263.0419, 275.37
10/03/19, 21, 268.0256, 275.37
10/03/19, 22, 259.1074, 275.37
10/03/19, 23, 255.6975, 275.37
11/03/19, 0, 281.7309, 291.54
11/03/19, 1, 283.2879, 291.54
11/03/19, 2, 283.1322, 291.54
11/03/19, 3, 284.0664, 291.54
11/03/19, 4, 285.4677, 291.54
11/03/19, 5, 284.5335, 291.54
11/03/19, 6, 284.5335, 291.54
11/03/19, 7, 286.2462, 291.54
11/03/19, 8, 280.3296, 291.54
11/03/19, 9, 280.1739, 291.54
11/03/19, 10, 281.2638, 291.54
11/03/19, 11, 281.7309, 291.54
11/03/19, 12, 286.4019, 291.54
11/03/19, 13, 286.4019, 291.54
11/03/19, 14, 282.3537, 291.54
11/03/19, 15, 287.3361, 291.54
11/03/19, 16, 282.0423, 291.54
11/03/19, 17, 282.3537, 291.54
11/03/19, 18, 282.6651, 291.54
11/03/19, 19, 282.198, 291.54
11/03/19, 20, 280.3296, 291.54
11/03/19, 21, 287.3361, 291.54
11/03/19, 22, 280.0182, 291.54
11/03/19, 23, 285.6234, 291.54
12/03/19, 0, 282.3876, 287.55
12/03/19, 1, 277.3686, 287.55
12/03/19, 2, 278.946, 287.55
12/03/19, 3, 281.2404, 287.55
12/03/19, 4, 278.8026, 287.55
12/03/19, 5, 277.9422, 287.55
12/03/19, 6, 281.9574, 287.55
12/03/19, 7, 280.9536, 287.55
12/03/19, 8, 282.2442, 287.55
12/03/19, 9, 280.0932, 287.55
12/03/19, 10, 283.965, 287.55
12/03/19, 11, 283.8216, 287.55
12/03/19, 12, 281.2404, 287.55
12/03/19, 13, 283.5348, 287.55
12/03/19, 14, 278.229, 287.55
12/03/19, 15, 277.0818, 287.55
12/03/19, 16, 278.0856, 287.55
12/03/19, 17, 283.965, 287.55
12/03/19, 18, 281.5272, 287.55
12/03/19, 19, 283.8216, 287.55
12/03/19, 20, 280.8102, 287.55
12/03/19, 21, 281.2404, 287.55
12/03/19, 22, 280.2366, 287.55
12/03/19, 23, 282.531, 287.55
13/03/19, 0, 283.3248, 287.2
13/03/19, 1, 280.5568, 287.2
13/03/19, 2, 276.9584, 287.2
13/03/19, 3, 282.4944, 287.2
13/03/19, 4, 277.9272, 287.2
13/03/19, 5, 280.0032, 287.2
13/03/19, 6, 283.048, 287.2
13/03/19, 7, 282.4944, 287.2
13/03/19, 8, 277.0968, 287.2
13/03/19, 9, 278.896, 287.2
13/03/19, 10, 278.896, 287.2
13/03/19, 11, 279.1728, 287.2
13/03/19, 12, 279.3112, 287.2
13/03/19, 13, 282.4944, 287.2
13/03/19, 14, 278.204, 287.2
13/03/19, 15, 281.664, 287.2
13/03/19, 16, 283.74, 287.2
13/03/19, 17, 278.0656, 287.2
13/03/19, 18, 280.8336, 287.2
13/03/19, 19, 281.664, 287.2
13/03/19, 20, 277.6504, 287.2
13/03/19, 21, 281.2488, 287.2
13/03/19, 22, 278.7576, 287.2
13/03/19, 23, 277.3736, 287.2
14/03/19, 0, 282.7588, 287.41
14/03/19, 1, 282.7588, 287.41
14/03/19, 2, 281.254, 287.41
14/03/19, 3, 281.6644, 287.41
14/03/19, 4, 278.2444, 287.41
14/03/19, 5, 282.4852, 287.41
14/03/19, 6, 283.306, 287.41
14/03/19, 7, 277.4236, 287.41
14/03/19, 8, 282.4852, 287.41
14/03/19, 9, 283.0324, 287.41
14/03/19, 10, 282.622, 287.41
14/03/19, 11, 279.6124, 287.41
14/03/19, 12, 283.7164, 287.41
14/03/19, 13, 280.0228, 287.41
14/03/19, 14, 279.202, 287.41
14/03/19, 15, 281.938, 287.41
14/03/19, 16, 280.9804, 287.41
14/03/19, 17, 278.1076, 287.41
14/03/19, 18, 283.5796, 287.41
14/03/19, 19, 280.1596, 287.41
14/03/19, 20, 280.0228, 287.41
14/03/19, 21, 281.8012, 287.41
14/03/19, 22, 280.57, 287.41
14/03/19, 23, 283.306, 287.41
15/03/19, 0, 279.838, 288.64
15/03/19, 1, 284.8258, 288.64
15/03/19, 2, 281.4517, 288.64
15/03/19, 3, 284.6791, 288.64
15/03/19, 4, 282.0385, 288.64
15/03/19, 5, 280.4248, 288.64
15/03/19, 6, 280.2781, 288.64
15/03/19, 7, 277.9309, 288.64
15/03/19, 8, 280.2781, 288.64
15/03/19, 9, 280.7182, 288.64
15/03/19, 10, 282.0385, 288.64
15/03/19, 11, 283.2121, 288.64
15/03/19, 12, 278.2243, 288.64
15/03/19, 13, 278.9578, 288.64
15/03/19, 14, 282.1852, 288.64
15/03/19, 15, 277.6375, 288.64
15/03/19, 16, 281.7451, 288.64
15/03/19, 17, 277.9309, 288.64
15/03/19, 18, 281.7451, 288.64
15/03/19, 19, 282.0385, 288.64
15/03/19, 20, 284.239, 288.64
15/03/19, 21, 279.838, 288.64
15/03/19, 22, 283.5055, 288.64
15/03/19, 23, 283.6522, 288.64
16/03/19, 0, 189.208, 194.5
16/03/19, 1, 191.812, 194.5
16/03/19, 2, 189.124, 194.5
16/03/19, 3, 190.552, 194.5
16/03/19, 4, 192.316, 194.5
16/03/19, 5, 189.796, 194.5
16/03/19, 6, 188.452, 194.5
16/03/19, 7, 191.056, 194.5
16/03/19, 8, 192.4, 194.5
16/03/19, 9, 191.56, 194.5
16/03/19, 10, 192.4, 194.5
16/03/19, 11, 191.14, 194.5
16/03/19, 12, 192.4, 194.5
16/03/19, 13, 188.788, 194.5
16/03/19, 14, 189.376, 194.5
16/03/19, 15, 189.796, 194.5
16/03/19, 16, 191.812, 194.5
16/03/19, 17, 189.796, 194.5
16/03/19, 18, 190.048, 194.5
16/03/19, 19, 191.392, 194.5
16/03/19, 20, 191.812, 194.5
16/03/19, 21, 191.896, 194.5
16/03/19, 22, 188.956, 194.5
16/03/19, 23, 190.636, 194.5
17/03/19, 0, 141.9658, 145.41
17/03/19, 1, 139.9398, 145.41
17/03/19, 2, 142.7762, 145.41
17/03/19, 3, 142.8775, 145.41
17/03/19, 4, 139.0281, 145.41
17/03/19, 5, 140.5476, 145.41
17/03/19, 6, 140.5476, 145.41
17/03/19, 7, 141.6619, 145.41
17/03/19, 8, 139.0281, 145.41
17/03/19, 9, 138.9268, 145.41
17/03/19, 10, 140.8515, 145.41
17/03/19, 11, 140.4463, 145.41
17/03/19, 12, 142.2697, 145.41
17/03/19, 13, 138.0151, 145.41
17/03/19, 14, 141.2567, 145.41
17/03/19, 15, 141.4593, 145.41
17/03/19, 16, 137.8125, 145.41
17/03/19, 17, 140.1424, 145.41
17/03/19, 18, 142.5736, 145.41
17/03/19, 19, 141.1554, 145.41
17/03/19, 20, 138.319, 145.41
17/03/19, 21, 142.371, 145.41
17/03/19, 22, 140.1424, 145.41
17/03/19, 23, 142.5736, 145.41
18/03/19, 0, 214.2072, 221.64
18/03/19, 1, 207.7524, 221.64
18/03/19, 2, 208.926, 221.64
18/03/19, 3, 208.7304, 221.64
18/03/19, 4, 214.794, 221.64
18/03/19, 5, 212.6424, 221.64
18/03/19, 6, 215.9676, 221.64
18/03/19, 7, 208.1436, 221.64
18/03/19, 8, 215.772, 221.64
18/03/19, 9, 208.7304, 221.64
18/03/19, 10, 208.3392, 221.64
18/03/19, 11, 207.3612, 221.64
18/03/19, 12, 210.882, 221.64
18/03/19, 13, 211.0776, 221.64
18/03/19, 14, 210.0996, 221.64
18/03/19, 15, 208.7304, 221.64
18/03/19, 16, 210.882, 221.64
18/03/19, 17, 214.9896, 221.64
18/03/19, 18, 207.1656, 221.64
18/03/19, 19, 214.2072, 221.64
18/03/19, 20, 209.904, 221.64
18/03/19, 21, 212.0556, 221.64
18/03/19, 22, 207.7524, 221.64
18/03/19, 23, 208.926, 221.64
19/03/19, 0, 222.7082, 227.29
19/03/19, 1, 222.5604, 227.29
19/03/19, 2, 220.1956, 227.29
19/03/19, 3, 218.7176, 227.29
19/03/19, 4, 218.422, 227.29
19/03/19, 5, 218.1264, 227.29
19/03/19, 6, 217.5352, 227.29
19/03/19, 7, 217.0918, 227.29
19/03/19, 8, 220.9346, 227.29
19/03/19, 9, 217.3874, 227.29
19/03/19, 10, 219.161, 227.29
19/03/19, 11, 222.2648, 227.29
19/03/19, 12, 217.683, 227.29
19/03/19, 13, 222.117, 227.29
19/03/19, 14, 217.0918, 227.29
19/03/19, 15, 223.595, 227.29
19/03/19, 16, 222.117, 227.29
19/03/19, 17, 217.8308, 227.29
19/03/19, 18, 220.0478, 227.29
19/03/19, 19, 222.2648, 227.29
19/03/19, 20, 221.8214, 227.29
19/03/19, 21, 219.0132, 227.29
19/03/19, 22, 220.639, 227.29
19/03/19, 23, 218.422, 227.29
20/03/19, 0, 219.7215, 225.01
20/03/19, 1, 215.0374, 225.01
20/03/19, 2, 215.3396, 225.01
20/03/19, 3, 220.0237, 225.01
20/03/19, 4, 221.2325, 225.01
20/03/19, 5, 218.8149, 225.01
20/03/19, 6, 218.8149, 225.01
20/03/19, 7, 219.2682, 225.01
20/03/19, 8, 216.2462, 225.01
20/03/19, 9, 215.1885, 225.01
20/03/19, 10, 217.1528, 225.01
20/03/19, 11, 220.0237, 225.01
20/03/19, 12, 220.3259, 225.01
20/03/19, 13, 217.3039, 225.01
20/03/19, 14, 217.3039, 225.01
20/03/19, 15, 214.433, 225.01
20/03/19, 16, 217.6061, 225.01
20/03/19, 17, 214.8863, 225.01
20/03/19, 18, 218.2105, 225.01
20/03/19, 19, 215.7929, 225.01
20/03/19, 20, 216.6995, 225.01
20/03/19, 21, 215.4907, 225.01
20/03/19, 22, 213.6775, 225.01
20/03/19, 23, 219.2682, 225.01
21/03/19, 0, 206.2811, 215.89
21/03/19, 1, 202.163, 215.89
21/03/19, 2, 208.4382, 215.89
21/03/19, 3, 209.4187, 215.89
21/03/19, 4, 208.2421, 215.89
21/03/19, 5, 202.163, 215.89
21/03/19, 6, 203.9279, 215.89
21/03/19, 7, 207.4577, 215.89
21/03/19, 8, 202.7513, 215.89
21/03/19, 9, 208.046, 215.89
21/03/19, 10, 207.0655, 215.89
21/03/19, 11, 208.4382, 215.89
21/03/19, 12, 203.5357, 215.89
21/03/19, 13, 208.4382, 215.89
21/03/19, 14, 204.124, 215.89
21/03/19, 15, 201.1825, 215.89
21/03/19, 16, 203.9279, 215.89
21/03/19, 17, 201.1825, 215.89
21/03/19, 18, 202.3591, 215.89
21/03/19, 19, 202.9474, 215.89
21/03/19, 20, 206.6733, 215.89
21/03/19, 21, 205.3006, 215.89
21/03/19, 22, 201.5747, 215.89
21/03/19, 23, 207.4577, 215.89
22/03/19, 0, 205.1906, 215.28
22/03/19, 1, 210.4834, 215.28
22/03/19, 2, 204.1982, 215.28
22/03/19, 3, 204.1982, 215.28
22/03/19, 4, 202.875, 215.28
22/03/19, 5, 207.3408, 215.28
22/03/19, 6, 202.875, 215.28
22/03/19, 7, 205.8522, 215.28
22/03/19, 8, 203.2058, 215.28
22/03/19, 9, 203.8674, 215.28
22/03/19, 10, 202.875, 215.28
22/03/19, 11, 209.9872, 215.28
22/03/19, 12, 211.145, 215.28
22/03/19, 13, 210.9796, 215.28
22/03/19, 14, 209.8218, 215.28
22/03/19, 15, 206.6792, 215.28
22/03/19, 16, 210.4834, 215.28
22/03/19, 17, 207.01, 215.28
22/03/19, 18, 205.8522, 215.28
22/03/19, 19, 204.8598, 215.28
22/03/19, 20, 209.491, 215.28
22/03/19, 21, 210.9796, 215.28
22/03/19, 22, 206.183, 215.28
22/03/19, 23, 203.702, 215.28
23/03/19, 0, 160.7326, 166.79
23/03/19, 1, 160.3418, 166.79
23/03/19, 2, 160.5372, 166.79
23/03/19, 3, 159.6579, 166.79
23/03/19, 4, 160.2441, 166.79
23/03/19, 5, 161.5142, 166.79
23/03/19, 6, 160.2441, 166.79
23/03/19, 7, 161.7096, 166.79
23/03/19, 8, 160.7326, 166.79
23/03/19, 9, 162.882, 166.79
23/03/19, 10, 159.5602, 166.79
23/03/19, 11, 161.4165, 166.79
23/03/19, 12, 159.7556, 166.79
23/03/19, 13, 164.1521, 166.79
23/03/19, 14, 160.2441, 166.79
23/03/19, 15, 163.5659, 166.79
23/03/19, 16, 160.4395, 166.79
23/03/19, 17, 162.2958, 166.79
23/03/19, 18, 160.0487, 166.79
23/03/19, 19, 160.2441, 166.79
23/03/19, 20, 160.7326, 166.79
23/03/19, 21, 163.859, 166.79
23/03/19, 22, 163.3705, 166.79
23/03/19, 23, 160.2441, 166.79
24/03/19, 0, 75.5888, 121.49
24/03/19, 1, 89.0426, 121.49
24/03/19, 2, 77.1716, 121.49
24/03/19, 3, 75.5888, 121.49
24/03/19, 4, 89.0426, 121.49
24/03/19, 5, 79.5458, 121.49
24/03/19, 6, 62.135, 121.49
24/03/19, 7, 74.7974, 121.49
24/03/19, 8, 66.092, 121.49
24/03/19, 9, 83.5028, 121.49
24/03/19, 10, 100.9136, 121.49
24/03/19, 11, 92.9996, 121.49
24/03/19, 12, 66.8834, 121.49
24/03/19, 13, 94.5824, 121.49
24/03/19, 14, 98.5394, 121.49
24/03/19, 15, 89.0426, 121.49
24/03/19, 16, 81.92, 121.49
24/03/19, 17, 90.6254, 121.49
24/03/19, 18, 66.092, 121.49
24/03/19, 19, 75.5888, 121.49
24/03/19, 20, 79.5458, 121.49
24/03/19, 21, 96.1652, 121.49
24/03/19, 22, 63.7178, 121.49
24/03/19, 23, 65.3006, 121.49
25/03/19, 0, 210.0075, 260.24
25/03/19, 1, 233.355, 260.24
25/03/19, 2, 234.77, 260.24
25/03/19, 3, 229.8175, 260.24
25/03/19, 4, 230.525, 260.24
25/03/19, 5, 220.62, 260.24
25/03/19, 6, 237.6, 260.24
25/03/19, 7, 227.695, 260.24
25/03/19, 8, 210.715, 260.24
25/03/19, 9, 214.2525, 260.24
25/03/19, 10, 219.205, 260.24
25/03/19, 11, 208.5925, 260.24
25/03/19, 12, 220.62, 260.24
25/03/19, 13, 224.1575, 260.24
25/03/19, 14, 218.4975, 260.24
25/03/19, 15, 210.0075, 260.24
25/03/19, 16, 226.9875, 260.24
25/03/19, 17, 230.525, 260.24
25/03/19, 18, 217.0825, 260.24
25/03/19, 19, 238.3075, 260.24
25/03/19, 20, 235.4775, 260.24
25/03/19, 21, 234.0625, 260.24
25/03/19, 22, 219.9125, 260.24
25/03/19, 23, 242.5525, 260.24
26/03/19, 0, 259.3008, 262.92
26/03/19, 1, 258.7353, 262.92
26/03/19, 2, 256.2471, 262.92
26/03/19, 3, 259.9794, 262.92
26/03/19, 4, 255.9078, 262.92
26/03/19, 5, 256.134, 262.92
26/03/19, 6, 258.1698, 262.92
26/03/19, 7, 259.7532, 262.92
26/03/19, 8, 255.7947, 262.92
26/03/19, 9, 255.6816, 262.92
26/03/19, 10, 258.396, 262.92
26/03/19, 11, 257.4912, 262.92
26/03/19, 12, 256.4733, 262.92
26/03/19, 13, 258.6222, 262.92
26/03/19, 14, 259.527, 262.92
26/03/19, 15, 258.8484, 262.92
26/03/19, 16, 254.6637, 262.92
26/03/19, 17, 256.0209, 262.92
26/03/19, 18, 254.5506, 262.92
26/03/19, 19, 256.5864, 262.92
26/03/19, 20, 256.4733, 262.92
26/03/19, 21, 258.0567, 262.92
26/03/19, 22, 255.6816, 262.92
26/03/19, 23, 255.5685, 262.92
27/03/19, 0, 253.09, 262.19
27/03/19, 1, 252.81, 262.19
27/03/19, 2, 258.41, 262.19
27/03/19, 3, 254.21, 262.19
27/03/19, 4, 252.39, 262.19
27/03/19, 5, 255.05, 262.19
27/03/19, 6, 255.61, 262.19
27/03/19, 7, 256.03, 262.19
27/03/19, 8, 255.33, 262.19
27/03/19, 9, 257.29, 262.19
27/03/19, 10, 257.29, 262.19
27/03/19, 11, 256.45, 262.19
27/03/19, 12, 253.93, 262.19
27/03/19, 13, 251.97, 262.19
27/03/19, 14, 255.89, 262.19
27/03/19, 15, 253.37, 262.19
27/03/19, 16, 256.59, 262.19
27/03/19, 17, 253.65, 262.19
27/03/19, 18, 257.43, 262.19
27/03/19, 19, 257.85, 262.19
27/03/19, 20, 252.67, 262.19
27/03/19, 21, 253.37, 262.19
27/03/19, 22, 251.97, 262.19
27/03/19, 23, 258.27, 262.19
28/03/19, 0, 252.237, 258.87
28/03/19, 1, 252.9606, 258.87
28/03/19, 2, 255.0108, 258.87
28/03/19, 3, 255.1314, 258.87
28/03/19, 4, 251.9958, 258.87
28/03/19, 5, 252.5988, 258.87
28/03/19, 6, 255.4932, 258.87
28/03/19, 7, 253.0812, 258.87
28/03/19, 8, 252.4782, 258.87
28/03/19, 9, 252.5988, 258.87
28/03/19, 10, 250.9104, 258.87
28/03/19, 11, 253.6842, 258.87
28/03/19, 12, 250.0662, 258.87
28/03/19, 13, 255.0108, 258.87
28/03/19, 14, 249.9456, 258.87
28/03/19, 15, 254.1666, 258.87
28/03/19, 16, 253.5636, 258.87
28/03/19, 17, 253.443, 258.87
28/03/19, 18, 250.9104, 258.87
28/03/19, 19, 251.3928, 258.87
28/03/19, 20, 253.2018, 258.87
28/03/19, 21, 254.7696, 258.87
28/03/19, 22, 252.3576, 258.87
28/03/19, 23, 251.7546, 258.87
29/03/19, 0, 214.06, 256.63
29/03/19, 1, 216.898, 256.63
29/03/19, 2, 220.682, 256.63
29/03/19, 3, 230.142, 256.63
29/03/19, 4, 232.98, 256.63
29/03/19, 5, 189.464, 256.63
29/03/19, 6, 221.628, 256.63
29/03/19, 7, 225.412, 256.63
29/03/19, 8, 208.384, 256.63
29/03/19, 9, 207.438, 256.63
29/03/19, 10, 231.088, 256.63
29/03/19, 11, 226.358, 256.63
29/03/19, 12, 197.032, 256.63
29/03/19, 13, 215.006, 256.63
29/03/19, 14, 218.79, 256.63
29/03/19, 15, 185.68, 256.63
29/03/19, 16, 210.276, 256.63
29/03/19, 17, 223.52, 256.63
29/03/19, 18, 198.924, 256.63
29/03/19, 19, 186.626, 256.63
29/03/19, 20, 220.682, 256.63
29/03/19, 21, 211.222, 256.63
29/03/19, 22, 187.572, 256.63
29/03/19, 23, 230.142, 256.63
30/03/19, 0, 234.6504, 247.38
30/03/19, 1, 240.1312, 247.38
30/03/19, 2, 236.4184, 247.38
30/03/19, 3, 240.6616, 247.38
30/03/19, 4, 239.424, 247.38
30/03/19, 5, 236.772, 247.38
30/03/19, 6, 239.7776, 247.38
30/03/19, 7, 234.12, 247.38
30/03/19, 8, 239.9544, 247.38
30/03/19, 9, 237.4792, 247.38
30/03/19, 10, 241.0152, 247.38
30/03/19, 11, 238.54, 247.38
30/03/19, 12, 242.6064, 247.38
30/03/19, 13, 242.7832, 247.38
30/03/19, 14, 237.8328, 247.38
30/03/19, 15, 235.888, 247.38
30/03/19, 16, 238.0096, 247.38
30/03/19, 17, 236.4184, 247.38
30/03/19, 18, 238.1864, 247.38
30/03/19, 19, 238.1864, 247.38
30/03/19, 20, 241.0152, 247.38
30/03/19, 21, 240.8384, 247.38
30/03/19, 22, 242.96, 247.38
30/03/19, 23, 240.308, 247.38
31/03/19, 0, 116.5604, 248.49
31/03/19, 1, 178.4024, 248.49
31/03/19, 2, 188.7094, 248.49
31/03/19, 3, 176.341, 248.49
31/03/19, 4, 141.2972, 248.49
31/03/19, 5, 180.4638, 248.49
31/03/19, 6, 168.0954, 248.49
31/03/19, 7, 133.0516, 248.49
31/03/19, 8, 98.0078, 248.49
31/03/19, 9, 100.0692, 248.49
31/03/19, 10, 190.7708, 248.49
31/03/19, 11, 172.2182, 248.49
31/03/19, 12, 159.8498, 248.49
31/03/19, 13, 151.6042, 248.49
31/03/19, 14, 172.2182, 248.49
31/03/19, 15, 139.2358, 248.49
31/03/19, 16, 166.034, 248.49
31/03/19, 17, 190.7708, 248.49
31/03/19, 18, 135.113, 248.49
31/03/19, 19, 106.2534, 248.49
31/03/19, 20, 139.2358, 248.49
31/03/19, 21, 194.8936, 248.49
31/03/19, 22, 102.1306, 248.49
31/03/19, 23, 143.3586, 248.49
01/04/19, 0, 252.3339, 259.8
01/04/19, 1, 252.6981, 259.8
01/04/19, 2, 252.516, 259.8
01/04/19, 3, 248.3277, 259.8
01/04/19, 4, 248.1456, 259.8
01/04/19, 5, 250.1487, 259.8
01/04/19, 6, 253.4265, 259.8
01/04/19, 7, 254.5191, 259.8
01/04/19, 8, 250.5129, 259.8
01/04/19, 9, 248.3277, 259.8
01/04/19, 10, 246.5067, 259.8
01/04/19, 11, 247.9635, 259.8
01/04/19, 12, 248.1456, 259.8
01/04/19, 13, 252.6981, 259.8
01/04/19, 14, 247.4172, 259.8
01/04/19, 15, 250.8771, 259.8
01/04/19, 16, 253.2444, 259.8
01/04/19, 17, 247.4172, 259.8
01/04/19, 18, 253.9728, 259.8
01/04/19, 19, 251.0592, 259.8
01/04/19, 20, 251.4234, 259.8
01/04/19, 21, 250.5129, 259.8
01/04/19, 22, 251.0592, 259.8
01/04/19, 23, 249.6024, 259.8
02/04/19, 0, 254.9385, 261.77
02/04/19, 1, 259.0374, 261.77
02/04/19, 2, 256.9354, 261.77
02/04/19, 3, 255.9895, 261.77
02/04/19, 4, 256.9354, 261.77
02/04/19, 5, 257.6711, 261.77
02/04/19, 6, 255.5691, 261.77
02/04/19, 7, 256.515, 261.77
02/04/19, 8, 256.4099, 261.77
02/04/19, 9, 255.1487, 261.77
02/04/19, 10, 257.8813, 261.77
02/04/19, 11, 255.2538, 261.77
02/04/19, 12, 257.1456, 261.77
02/04/19, 13, 256.4099, 261.77
02/04/19, 14, 254.2028, 261.77
02/04/19, 15, 256.6201, 261.77
02/04/19, 16, 256.515, 261.77
02/04/19, 17, 256.7252, 261.77
02/04/19, 18, 257.566, 261.77
02/04/19, 19, 256.8303, 261.77
02/04/19, 20, 255.5691, 261.77
02/04/19, 21, 255.464, 261.77
02/04/19, 22, 255.6742, 261.77
02/04/19, 23, 259.0374, 261.77
03/04/19, 0, 264.482, 268.5
03/04/19, 1, 259.029, 268.5
03/04/19, 2, 260.751, 268.5
